TIME,JOINT_0_X, JOINT_0_Y, JOINT_0_Z,JOINT_1_X, JOINT_1_Y, JOINT_1_Z,JOINT_2_X, JOINT_2_Y, JOINT_2_Z,JOINT_3_X, JOINT_3_Y, JOINT_3_Z,JOINT_4_X, JOINT_4_Y, JOINT_4_Z,JOINT_5_X, JOINT_5_Y, JOINT_5_Z,JOINT_6_X, JOINT_6_Y, JOINT_6_Z,JOINT_7_X, JOINT_7_Y, JOINT_7_Z,JOINT_8_X, JOINT_8_Y, JOINT_8_Z,JOINT_9_X, JOINT_9_Y, JOINT_9_Z,JOINT_10_X, JOINT_10_Y, JOINT_10_Z,JOINT_11_X, JOINT_11_Y, JOINT_11_Z,JOINT_12_X, JOINT_12_Y, JOINT_12_Z,JOINT_13_X, JOINT_13_Y, JOINT_13_Z,JOINT_14_X, JOINT_14_Y, JOINT_14_Z,JOINT_15_X, JOINT_15_Y, JOINT_15_Z,JOINT_16_X, JOINT_16_Y, JOINT_16_Z,JOINT_17_X, JOINT_17_Y, JOINT_17_Z,JOINT_18_X, JOINT_18_Y, JOINT_18_Z,JOINT_19_X, JOINT_19_Y, JOINT_19_Z,JOINT_20_X, JOINT_20_Y, JOINT_20_Z
32,407.51253872818586, 279.03719895958204, -0.0007208734750747681,377.3009375226348, 264.7675411356817, -5.678668022155762,358.84308329354485, 235.93155637403447, -11.052355766296387,351.9215639775598, 215.1282698988869, -16.926395416259766,353.9948115988189, 203.57836374432114, -21.647024154663086,382.28788677088994, 189.96883917543119, -3.717392921447754,376.0587019940945, 159.40844383465048, -11.81179428100586,373.89767907886386, 136.77895271680256, -17.019405364990234,372.5388245033103, 117.63675328858257, -20.9892635345459,402.9201121661919, 192.0371374408243, -7.885099411010742,382.4434482646284, 186.19493992983016, -21.95397186279297,377.9834159729817, 217.13017700254665, -27.215618133544922,380.4500310723892, 233.45439113357023, -27.072538375854492,420.46330455432224, 200.55480256054057, -13.694863319396973,399.49710751979717, 199.4863476127464, -26.77497100830078,391.7461861705761, 227.38838839939456, -28.90808868408203,392.9215067511914, 240.5065390106278, -27.51348304748535,436.8074279038573, 214.06848001775876, -20.287330627441406,418.5385748873706, 209.24486631209746, -31.104249954223633,407.4191295951602, 227.3280553475176, -32.82441711425781,406.5094161740978, 237.91026388817428, -32.35565185546875
66,406.881554813359, 279.23864373660837, -0.0006380453705787659,376.089347910524, 264.5438193129957, -5.595887184143066,357.0384199320413, 235.68013564055627, -11.174407958984375,351.24980035293527, 215.10369422893865, -17.222789764404297,355.7351298075544, 204.75290295068166, -21.929121017456055,381.35490259763526, 189.90509872106148, -3.975379705429077,374.65553405454165, 160.07696536433158, -12.53520679473877,372.5002290053531, 137.5365479893174, -17.542531967163086,371.3273596987109, 118.20371517375814, -21.063127517700195,402.46951986729977, 192.1224608335881, -8.33858585357666,381.83892485266296, 187.0734478450603, -22.788311004638672,377.35375045409, 218.18072963212458, -27.931373596191406,379.91342464119356, 234.2968556245494, -27.64466094970703,420.44174791714073, 200.76821166781835, -14.382379531860352,399.36404040203263, 199.93561471492424, -27.647159576416016,391.4376054284211, 227.58374890184479, -29.717546463012695,392.63426605594594, 240.5234349436592, -28.335451126098633,437.11075979530216, 214.45745325509174, -21.216968536376953,418.80300926687585, 209.44902475042474, -32.160728454589844,407.33600942404814, 227.14234837542526, -33.82487869262695,406.18894933510705, 237.6606722089322, -33.386783599853516
97,406.881554813359, 279.23864373660837, -0.0006380453705787659,376.089347910524, 264.5438193129957, -5.595887184143066,357.0384199320413, 235.68013564055627, -11.174407958984375,351.24980035293527, 215.10369422893865, -17.222789764404297,355.7351298075544, 204.75290295068166, -21.929121017456055,381.35490259763526, 189.90509872106148, -3.975379705429077,374.65553405454165, 160.07696536433158, -12.53520679473877,372.5002290053531, 137.5365479893174, -17.542531967163086,371.3273596987109, 118.20371517375814, -21.063127517700195,402.46951986729977, 192.1224608335881, -8.33858585357666,381.83892485266296, 187.0734478450603, -22.788311004638672,377.35375045409, 218.18072963212458, -27.931373596191406,379.91342464119356, 234.2968556245494, -27.64466094970703,420.44174791714073, 200.76821166781835, -14.382379531860352,399.36404040203263, 199.93561471492424, -27.647159576416016,391.4376054284211, 227.58374890184479, -29.717546463012695,392.63426605594594, 240.5234349436592, -28.335451126098633,437.11075979530216, 214.45745325509174, -21.216968536376953,418.80300926687585, 209.44902475042474, -32.160728454589844,407.33600942404814, 227.14234837542526, -33.82487869262695,406.18894933510705, 237.6606722089322, -33.386783599853516
127,406.881554813359, 279.23864373660837, -0.0006380453705787659,376.089347910524, 264.5438193129957, -5.595887184143066,357.0384199320413, 235.68013564055627, -11.174407958984375,351.24980035293527, 215.10369422893865, -17.222789764404297,355.7351298075544, 204.75290295068166, -21.929121017456055,381.35490259763526, 189.90509872106148, -3.975379705429077,374.65553405454165, 160.07696536433158, -12.53520679473877,372.5002290053531, 137.5365479893174, -17.542531967163086,371.3273596987109, 118.20371517375814, -21.063127517700195,402.46951986729977, 192.1224608335881, -8.33858585357666,381.83892485266296, 187.0734478450603, -22.788311004638672,377.35375045409, 218.18072963212458, -27.931373596191406,379.91342464119356, 234.2968556245494, -27.64466094970703,420.44174791714073, 200.76821166781835, -14.382379531860352,399.36404040203263, 199.93561471492424, -27.647159576416016,391.4376054284211, 227.58374890184479, -29.717546463012695,392.63426605594594, 240.5234349436592, -28.335451126098633,437.11075979530216, 214.45745325509174, -21.216968536376953,418.80300926687585, 209.44902475042474, -32.160728454589844,407.33600942404814, 227.14234837542526, -33.82487869262695,406.18894933510705, 237.6606722089322, -33.386783599853516
158,406.881554813359, 279.23864373660837, -0.0006380453705787659,376.089347910524, 264.5438193129957, -5.595887184143066,357.0384199320413, 235.68013564055627, -11.174407958984375,351.24980035293527, 215.10369422893865, -17.222789764404297,355.7351298075544, 204.75290295068166, -21.929121017456055,381.35490259763526, 189.90509872106148, -3.975379705429077,374.65553405454165, 160.07696536433158, -12.53520679473877,372.5002290053531, 137.5365479893174, -17.542531967163086,371.3273596987109, 118.20371517375814, -21.063127517700195,402.46951986729977, 192.1224608335881, -8.33858585357666,381.83892485266296, 187.0734478450603, -22.788311004638672,377.35375045409, 218.18072963212458, -27.931373596191406,379.91342464119356, 234.2968556245494, -27.64466094970703,420.44174791714073, 200.76821166781835, -14.382379531860352,399.36404040203263, 199.93561471492424, -27.647159576416016,391.4376054284211, 227.58374890184479, -29.717546463012695,392.63426605594594, 240.5234349436592, -28.335451126098633,437.11075979530216, 214.45745325509174, -21.216968536376953,418.80300926687585, 209.44902475042474, -32.160728454589844,407.33600942404814, 227.14234837542526, -33.82487869262695,406.18894933510705, 237.6606722089322, -33.386783599853516
191,406.881554813359, 279.23864373660837, -0.0006380453705787659,376.089347910524, 264.5438193129957, -5.595887184143066,357.0384199320413, 235.68013564055627, -11.174407958984375,351.24980035293527, 215.10369422893865, -17.222789764404297,355.7351298075544, 204.75290295068166, -21.929121017456055,381.35490259763526, 189.90509872106148, -3.975379705429077,374.65553405454165, 160.07696536433158, -12.53520679473877,372.5002290053531, 137.5365479893174, -17.542531967163086,371.3273596987109, 118.20371517375814, -21.063127517700195,402.46951986729977, 192.1224608335881, -8.33858585357666,381.83892485266296, 187.0734478450603, -22.788311004638672,377.35375045409, 218.18072963212458, -27.931373596191406,379.91342464119356, 234.2968556245494, -27.64466094970703,420.44174791714073, 200.76821166781835, -14.382379531860352,399.36404040203263, 199.93561471492424, -27.647159576416016,391.4376054284211, 227.58374890184479, -29.717546463012695,392.63426605594594, 240.5234349436592, -28.335451126098633,437.11075979530216, 214.45745325509174, -21.216968536376953,418.80300926687585, 209.44902475042474, -32.160728454589844,407.33600942404814, 227.14234837542526, -33.82487869262695,406.18894933510705, 237.6606722089322, -33.386783599853516
223,408.0382664532376, 278.7468552082206, -0.0005538240075111389,376.7540072195208, 264.60689069333023, -5.805822849273682,356.97851213052815, 236.5960597405522, -11.290843963623047,350.3172645765282, 216.3806394591294, -17.303138732910156,354.2828722819265, 205.75892450258266, -22.021629333496094,379.922173492341, 189.78864775222831, -4.057590484619141,373.2869954508184, 159.59246132473868, -12.379498481750488,370.8224014686463, 137.22493248058794, -17.60173797607422,369.2866502777236, 118.3888056754918, -21.467304229736328,400.83489655783427, 191.6358895136632, -8.443205833435059,380.558785146793, 185.73628242617752, -22.93000602722168,376.3737333629094, 216.91768642218315, -29.077396392822266,379.11853594843416, 233.5403858086957, -29.51198959350586,418.94646220837365, 200.00714982994134, -14.45592212677002,398.3026033304423, 198.79511910947903, -27.746538162231445,390.7714958916716, 226.65938291552388, -30.757577896118164,392.0888035663783, 240.03911753416023, -29.89241600036621,435.97849462239964, 213.600105443975, -21.26682472229004,417.987060061354, 208.99036022490893, -32.33325958251953,407.0000856919053, 226.73411747364725, -34.57198715209961,406.1601952331712, 237.18515482447071, -34.435081481933594
254,407.22601560158773, 279.05600040859105, -0.0005200356245040894,376.49348264831264, 264.4553610317976, -5.265179634094238,357.2853044253124, 235.9178655624897, -10.61066722869873,350.78689800534545, 215.9164028518297, -16.534202575683594,354.47365119230443, 205.6496044349276, -21.127878189086914,380.7838684027298, 189.28905576487657, -3.3478896617889404,373.8841447287031, 158.73402492866398, -11.498281478881836,371.0984705944175, 136.3232730850249, -16.752958297729492,369.2734326214516, 117.44148749230904, -20.683990478515625,401.5475330534655, 191.22500616484035, -8.038036346435547,381.34878026566497, 184.51354151660428, -22.47768783569336,376.8090372970216, 215.63092869645428, -28.652070999145508,379.0970969215772, 232.38445495957424, -29.237234115600586,419.3430859310049, 199.67258000360002, -14.311867713928223,398.7342157194141, 197.50503521394643, -27.461057662963867,390.8802153253108, 225.43751316686786, -30.4077205657959,391.89601869619884, 239.16177221269726, -29.665693283081055,436.07188368230806, 213.4464120548346, -21.360380172729492,417.9858539369232, 208.05981990280483, -32.17123031616211,406.78984836793876, 226.08108082422456, -34.27326965332031,405.6787590005286, 237.2185491493019, -34.23383331298828
285,407.22601560158773, 279.05600040859105, -0.0005200356245040894,376.49348264831264, 264.4553610317976, -5.265179634094238,357.2853044253124, 235.9178655624897, -10.61066722869873,350.78689800534545, 215.9164028518297, -16.534202575683594,354.47365119230443, 205.6496044349276, -21.127878189086914,380.7838684027298, 189.28905576487657, -3.3478896617889404,373.8841447287031, 158.73402492866398, -11.498281478881836,371.0984705944175, 136.3232730850249, -16.752958297729492,369.2734326214516, 117.44148749230904, -20.683990478515625,401.5475330534655, 191.22500616484035, -8.038036346435547,381.34878026566497, 184.51354151660428, -22.47768783569336,376.8090372970216, 215.63092869645428, -28.652070999145508,379.0970969215772, 232.38445495957424, -29.237234115600586,419.3430859310049, 199.67258000360002, -14.311867713928223,398.7342157194141, 197.50503521394643, -27.461057662963867,390.8802153253108, 225.43751316686786, -30.4077205657959,391.89601869619884, 239.16177221269726, -29.665693283081055,436.07188368230806, 213.4464120548346, -21.360380172729492,417.9858539369232, 208.05981990280483, -32.17123031616211,406.78984836793876, 226.08108082422456, -34.27326965332031,405.6787590005286, 237.2185491493019, -34.23383331298828
318,407.22601560158773, 279.05600040859105, -0.0005200356245040894,376.49348264831264, 264.4553610317976, -5.265179634094238,357.2853044253124, 235.9178655624897, -10.61066722869873,350.78689800534545, 215.9164028518297, -16.534202575683594,354.47365119230443, 205.6496044349276, -21.127878189086914,380.7838684027298, 189.28905576487657, -3.3478896617889404,373.8841447287031, 158.73402492866398, -11.498281478881836,371.0984705944175, 136.3232730850249, -16.752958297729492,369.2734326214516, 117.44148749230904, -20.683990478515625,401.5475330534655, 191.22500616484035, -8.038036346435547,381.34878026566497, 184.51354151660428, -22.47768783569336,376.8090372970216, 215.63092869645428, -28.652070999145508,379.0970969215772, 232.38445495957424, -29.237234115600586,419.3430859310049, 199.67258000360002, -14.311867713928223,398.7342157194141, 197.50503521394643, -27.461057662963867,390.8802153253108, 225.43751316686786, -30.4077205657959,391.89601869619884, 239.16177221269726, -29.665693283081055,436.07188368230806, 213.4464120548346, -21.360380172729492,417.9858539369232, 208.05981990280483, -32.17123031616211,406.78984836793876, 226.08108082422456, -34.27326965332031,405.6787590005286, 237.2185491493019, -34.23383331298828
350,405.90734988826046, 279.1973986602176, -0.0005198419094085693,374.95973501752985, 264.2193854741933, -5.06195592880249,356.284555842035, 235.6059553897221, -10.086359977722168,350.8540630278564, 214.85586955491902, -15.735490798950195,355.4415984372158, 204.00975443940428, -20.008575439453125,379.25154403283926, 189.11394995439804, -2.665663719177246,372.68811220112127, 159.02368106023195, -10.729532241821289,370.0101799567722, 136.28703788739756, -15.83138370513916,368.10121506539264, 117.1089728080371, -19.61048126220703,400.2934171279098, 191.06489080393843, -7.279017925262451,380.7305667277819, 185.36350026764302, -21.482601165771484,376.8899045750515, 216.76356148659116, -27.580577850341797,379.4314459436083, 233.5277559149957, -28.057754516601562,418.5133007309275, 199.3647426609641, -13.485071182250977,398.2080412396748, 198.197129539834, -26.476696014404297,390.98996050804976, 226.34117588032467, -29.41455841064453,392.30105339040654, 239.80613905496185, -28.62697410583496,435.6748390040985, 212.845310640706, -20.436017990112305,417.6378988151104, 208.28239857472235, -31.17284393310547,406.9438408658255, 226.4702052745293, -33.2574462890625,406.32468727969996, 237.24845570270165, -33.14977264404297
382,405.90734988826046, 279.1973986602176, -0.0005198419094085693,374.95973501752985, 264.2193854741933, -5.06195592880249,356.284555842035, 235.6059553897221, -10.086359977722168,350.8540630278564, 214.85586955491902, -15.735490798950195,355.4415984372158, 204.00975443940428, -20.008575439453125,379.25154403283926, 189.11394995439804, -2.665663719177246,372.68811220112127, 159.02368106023195, -10.729532241821289,370.0101799567722, 136.28703788739756, -15.83138370513916,368.10121506539264, 117.1089728080371, -19.61048126220703,400.2934171279098, 191.06489080393843, -7.279017925262451,380.7305667277819, 185.36350026764302, -21.482601165771484,376.8899045750515, 216.76356148659116, -27.580577850341797,379.4314459436083, 233.5277559149957, -28.057754516601562,418.5133007309275, 199.3647426609641, -13.485071182250977,398.2080412396748, 198.197129539834, -26.476696014404297,390.98996050804976, 226.34117588032467, -29.41455841064453,392.30105339040654, 239.80613905496185, -28.62697410583496,435.6748390040985, 212.845310640706, -20.436017990112305,417.6378988151104, 208.28239857472235, -31.17284393310547,406.9438408658255, 226.4702052745293, -33.2574462890625,406.32468727969996, 237.24845570270165, -33.14977264404297
414,405.90734988826046, 279.1973986602176, -0.0005198419094085693,374.95973501752985, 264.2193854741933, -5.06195592880249,356.284555842035, 235.6059553897221, -10.086359977722168,350.8540630278564, 214.85586955491902, -15.735490798950195,355.4415984372158, 204.00975443940428, -20.008575439453125,379.25154403283926, 189.11394995439804, -2.665663719177246,372.68811220112127, 159.02368106023195, -10.729532241821289,370.0101799567722, 136.28703788739756, -15.83138370513916,368.10121506539264, 117.1089728080371, -19.61048126220703,400.2934171279098, 191.06489080393843, -7.279017925262451,380.7305667277819, 185.36350026764302, -21.482601165771484,376.8899045750515, 216.76356148659116, -27.580577850341797,379.4314459436083, 233.5277559149957, -28.057754516601562,418.5133007309275, 199.3647426609641, -13.485071182250977,398.2080412396748, 198.197129539834, -26.476696014404297,390.98996050804976, 226.34117588032467, -29.41455841064453,392.30105339040654, 239.80613905496185, -28.62697410583496,435.6748390040985, 212.845310640706, -20.436017990112305,417.6378988151104, 208.28239857472235, -31.17284393310547,406.9438408658255, 226.4702052745293, -33.2574462890625,406.32468727969996, 237.24845570270165, -33.14977264404297
445,405.72727263983256, 278.8259322678461, -0.0005393177270889282,374.86569171660443, 264.0324001243273, -6.058101654052734,356.0040201460903, 235.41852762830467, -11.046794891357422,350.61923064686573, 213.7724507333824, -16.52018165588379,355.50732023061005, 201.9404548730768, -20.829090118408203,376.6273320011801, 187.63995475787, -3.3461835384368896,371.7454687326025, 157.78980526036722, -11.166394233703613,370.4545827662377, 135.0426765562595, -16.307674407958984,369.8609805382931, 116.13379009855282, -20.26627540588379,397.90758723334136, 189.6681596390172, -7.291697978973389,381.2466195140118, 183.6138422671679, -20.310867309570312,377.45083068114076, 214.75858658254327, -26.04425621032715,379.7086445643516, 231.60445335125897, -26.66391944885254,417.03093048217437, 198.21871158253379, -12.92247200012207,399.4320497424194, 196.37946510965895, -25.293214797973633,392.115463614193, 224.17061039830634, -28.205562591552734,392.9024899186975, 237.58826792901908, -27.56578826904297,435.2744429863876, 211.79904297369697, -19.37670135498047,419.385195374664, 206.67624552533854, -30.19744110107422,408.97355902089015, 224.1290324029979, -32.39883041381836,407.78975426974324, 234.39587787648497, -32.34019470214844
477,405.72727263983256, 278.8259322678461, -0.0005393177270889282,374.86569171660443, 264.0324001243273, -6.058101654052734,356.0040201460903, 235.41852762830467, -11.046794891357422,350.61923064686573, 213.7724507333824, -16.52018165588379,355.50732023061005, 201.9404548730768, -20.829090118408203,376.6273320011801, 187.63995475787, -3.3461835384368896,371.7454687326025, 157.78980526036722, -11.166394233703613,370.4545827662377, 135.0426765562595, -16.307674407958984,369.8609805382931, 116.13379009855282, -20.26627540588379,397.90758723334136, 189.6681596390172, -7.291697978973389,381.2466195140118, 183.6138422671679, -20.310867309570312,377.45083068114076, 214.75858658254327, -26.04425621032715,379.7086445643516, 231.60445335125897, -26.66391944885254,417.03093048217437, 198.21871158253379, -12.92247200012207,399.4320497424194, 196.37946510965895, -25.293214797973633,392.115463614193, 224.17061039830634, -28.205562591552734,392.9024899186975, 237.58826792901908, -27.56578826904297,435.2744429863876, 211.79904297369697, -19.37670135498047,419.385195374664, 206.67624552533854, -30.19744110107422,408.97355902089015, 224.1290324029979, -32.39883041381836,407.78975426974324, 234.39587787648497, -32.34019470214844
509,405.72727263983256, 278.8259322678461, -0.0005393177270889282,374.86569171660443, 264.0324001243273, -6.058101654052734,356.0040201460903, 235.41852762830467, -11.046794891357422,350.61923064686573, 213.7724507333824, -16.52018165588379,355.50732023061005, 201.9404548730768, -20.829090118408203,376.6273320011801, 187.63995475787, -3.3461835384368896,371.7454687326025, 157.78980526036722, -11.166394233703613,370.4545827662377, 135.0426765562595, -16.307674407958984,369.8609805382931, 116.13379009855282, -20.26627540588379,397.90758723334136, 189.6681596390172, -7.291697978973389,381.2466195140118, 183.6138422671679, -20.310867309570312,377.45083068114076, 214.75858658254327, -26.04425621032715,379.7086445643516, 231.60445335125897, -26.66391944885254,417.03093048217437, 198.21871158253379, -12.92247200012207,399.4320497424194, 196.37946510965895, -25.293214797973633,392.115463614193, 224.17061039830634, -28.205562591552734,392.9024899186975, 237.58826792901908, -27.56578826904297,435.2744429863876, 211.79904297369697, -19.37670135498047,419.385195374664, 206.67624552533854, -30.19744110107422,408.97355902089015, 224.1290324029979, -32.39883041381836,407.78975426974324, 234.39587787648497, -32.34019470214844
