undefinedTIME,JOINT_0_X, JOINT_0_Y, JOINT_0_Z,JOINT_1_X, JOINT_1_Y, JOINT_1_Z,JOINT_2_X, JOINT_2_Y, JOINT_2_Z,JOINT_3_X, JOINT_3_Y, JOINT_3_Z,JOINT_4_X, JOINT_4_Y, JOINT_4_Z,JOINT_5_X, JOINT_5_Y, JOINT_5_Z,JOINT_6_X, JOINT_6_Y, JOINT_6_Z,JOINT_7_X, JOINT_7_Y, JOINT_7_Z,JOINT_8_X, JOINT_8_Y, JOINT_8_Z,JOINT_9_X, JOINT_9_Y, JOINT_9_Z,JOINT_10_X, JOINT_10_Y, JOINT_10_Z,JOINT_11_X, JOINT_11_Y, JOINT_11_Z,JOINT_12_X, JOINT_12_Y, JOINT_12_Z,JOINT_13_X, JOINT_13_Y, JOINT_13_Z,JOINT_14_X, JOINT_14_Y, JOINT_14_Z,JOINT_15_X, JOINT_15_Y, JOINT_15_Z,JOINT_16_X, JOINT_16_Y, JOINT_16_Z,JOINT_17_X, JOINT_17_Y, JOINT_17_Z,JOINT_18_X, JOINT_18_Y, JOINT_18_Z,JOINT_19_X, JOINT_19_Y, JOINT_19_Z,JOINT_20_X, JOINT_20_Y, JOINT_20_Z
1218,431.94305878273104, 433.3394277693234, -0.0005643144249916077,371.80726960648053, 424.1722515385775, -6.101263046264648,311.10595647200745, 391.41890219754583, -10.291128158569336,256.8554020950237, 364.0654210702984, -14.615924835205078,208.53147492562945, 354.71160613977656, -19.250593185424805,348.00761190015993, 302.3661506780993, -8.368107795715332,314.1305312414683, 248.51145420203306, -12.103863716125488,295.4241427899223, 211.14628837439656, -15.833836555480957,278.73165054219214, 176.8177478363183, -19.263425827026367,389.69035795531755, 281.49650177248037, -9.336654663085938,364.42865016638115, 213.46531950527827, -12.745920181274414,347.0514296639368, 164.77361572351884, -16.18121910095215,331.3761546966866, 127.25983166796539, -19.021997451782227,430.01382156646304, 279.6095571147567, -10.953780174255371,419.5831966367258, 216.25625470116543, -14.170418739318848,411.4917918906207, 169.89182051694087, -16.077417373657227,400.6525504295914, 132.94634543633504, -17.884899139404297,468.50485621176034, 296.9482390438033, -13.450485229492188,477.326465264465, 251.1629446588854, -15.99257755279541,482.39755827348034, 220.87139557120653, -17.13907241821289,482.83784602106044, 190.01035017856785, -18.023780822753906
1275,465.5692295403362, 434.151811163533, -0.0004031136631965637,392.2026659731855, 430.88098930844006, -6.061789035797119,321.43624547625296, 402.7874722437426, -11.308554649353027,260.136264239105, 377.2591590224412, -16.409215927124023,208.48087595431033, 369.11478689458414, -21.815061569213867,347.08110688868146, 309.779260751538, -11.39156723022461,306.18471126983843, 257.84161815840116, -17.39000129699707,281.374488641246, 219.86446282721442, -22.19354820251465,260.4891820997494, 184.2699649440243, -26.027441024780273,387.8951843570678, 283.37527394769177, -12.118863105773926,352.049850889685, 216.68266119615092, -18.065793991088867,328.5145574487913, 167.06462349656138, -22.615346908569336,308.8404290178803, 127.3131436965568, -26.319713592529297,427.67846772402174, 274.40406416582914, -13.21799373626709,402.0954565910286, 209.55409793091684, -18.520339965820312,384.9785466072735, 162.42179570996993, -21.839752197265625,369.25885002194207, 124.04224819310136, -24.621810913085938,466.9575949585546, 282.2868072971218, -14.923192977905273,453.2532838197226, 229.27089055882308, -19.2816219329834,442.2799916707404, 195.80407417961035, -21.7681884765625,430.8688378071688, 164.36286840750196, -23.714523315429688
1328,461.9330687439364, 430.69494916212864, -0.00032901763916015625,391.19213244188677, 432.7711982190589, -6.408690929412842,317.7845482894945, 406.90781350784187, -12.671467781066895,255.3526112592884, 381.6734787441868, -18.004365921020508,201.09401196427154, 374.49854147732344, -23.800424575805664,352.950101595381, 324.8430247560788, -20.12392807006836,311.6305097612687, 272.2204287732911, -27.677927017211914,286.0253698594819, 232.88969472056812, -32.21038055419922,263.90159582111573, 197.71638622720684, -35.26054763793945,395.16947194667523, 294.81705385653237, -19.70456314086914,353.53064039101065, 229.24400386662046, -28.403162002563477,324.50556469673853, 175.66125549697892, -33.101959228515625,300.8235433620424, 135.0347907330389, -35.99922561645508,434.2106261492885, 281.33340225911866, -18.757965087890625,402.91979208015624, 213.59932746055844, -25.727163314819336,378.85411552621514, 159.39166071458544, -28.586429595947266,357.9845083786872, 117.17233902353601, -30.272865295410156,471.6380219336313, 285.645227602115, -18.043434143066406,459.82765410326596, 228.1627642146455, -23.36235237121582,447.351928933438, 189.19804320222752, -25.824085235595703,433.1520971872172, 154.3557506265852, -27.166034698486328
1384,472.3626615402041, 427.7561085139166, -0.00024759024381637573,394.456009929358, 430.94770353562865, -5.039303779602051,317.3254367563196, 410.14161833611297, -10.892847061157227,251.54617576841412, 389.1700759001469, -15.407240867614746,193.9092944940669, 384.7467050721863, -20.4150390625,352.58393658930487, 334.501364600334, -23.55780792236328,303.065250701633, 287.97342068781126, -32.51540756225586,271.8836723690266, 251.03185188875912, -38.18110656738281,245.6715244932109, 218.69229400892905, -41.71598815917969,395.3276178254158, 300.2274832328149, -22.274242401123047,348.72968315551344, 242.62398661042747, -32.574462890625,316.75183666142016, 192.53197084805385, -37.70652389526367,291.6427969226611, 154.07322751354778, -40.83724594116211,434.0227896817984, 281.99615041836705, -19.72068977355957,401.03092965624467, 219.04442781403836, -27.037994384765625,375.3698521875451, 165.47792854968898, -29.58001136779785,352.8883231811766, 122.7993683160067, -31.143321990966797,468.6340047264787, 281.0970896354891, -17.052932739257812,459.73741392316765, 223.67733448956108, -22.05047035217285,447.23351644375424, 183.41732136731446, -24.106971740722656,431.7676858257008, 147.28511175693922, -25.417558670043945
1443,472.3626615402041, 427.7561085139166, -0.00024759024381637573,394.456009929358, 430.94770353562865, -5.039303779602051,317.3254367563196, 410.14161833611297, -10.892847061157227,251.54617576841412, 389.1700759001469, -15.407240867614746,193.9092944940669, 384.7467050721863, -20.4150390625,352.58393658930487, 334.501364600334, -23.55780792236328,303.065250701633, 287.97342068781126, -32.51540756225586,271.8836723690266, 251.03185188875912, -38.18110656738281,245.6715244932109, 218.69229400892905, -41.71598815917969,395.3276178254158, 300.2274832328149, -22.274242401123047,348.72968315551344, 242.62398661042747, -32.574462890625,316.75183666142016, 192.53197084805385, -37.70652389526367,291.6427969226611, 154.07322751354778, -40.83724594116211,434.0227896817984, 281.99615041836705, -19.72068977355957,401.03092965624467, 219.04442781403836, -27.037994384765625,375.3698521875451, 165.47792854968898, -29.58001136779785,352.8883231811766, 122.7993683160067, -31.143321990966797,468.6340047264787, 281.0970896354891, -17.052932739257812,459.73741392316765, 223.67733448956108, -22.05047035217285,447.23351644375424, 183.41732136731446, -24.106971740722656,431.7676858257008, 147.28511175693922, -25.417558670043945
1502,489.29230382872254, 424.36190617142427, -0.0003720298409461975,414.97152682534465, 430.93503078391063, -3.0373480319976807,336.58162106626673, 414.1180388465607, -7.74536657333374,268.185360971611, 397.584887614173, -11.194046020507812,212.1744651401959, 402.277283474864, -15.069258689880371,360.66505057735554, 338.5438525172774, -21.372438430786133,312.0970223336236, 285.934051882524, -27.596426010131836,284.1673418460031, 251.47354015341583, -30.206533432006836,260.7925712110508, 224.54839136923837, -31.415796279907227,399.336795439532, 301.8080814579189, -20.157459259033203,351.3182074351852, 237.0626213663217, -27.86277961730957,323.545588503276, 189.70910725142716, -29.95228385925293,302.6359310788804, 156.13327809775615, -30.855621337890625,435.6436073581165, 282.59063383945244, -17.415502548217773,397.4920883805783, 214.0604130246067, -22.893230438232422,375.06262995289273, 164.4192348287712, -23.467182159423828,356.7991837611576, 127.33156178172413, -23.579570770263672,468.4715022330895, 280.9061298342913, -14.31184196472168,451.2865650413508, 221.0537891775088, -17.861186981201172,437.1416763322559, 185.22402508159212, -18.287437438964844,421.5972463757229, 155.70257102719938, -18.141239166259766
1578,497.7158146759007, 394.43219341830417, -0.0007077306509017944,438.6820372014631, 416.45587685887665, -6.0255656242370605,370.49217350021564, 405.98788865800236, -10.769648551940918,310.33035054504035, 394.9075837528211, -15.791133880615234,261.95682145155916, 395.2446616854809, -21.02614974975586,362.9441438411133, 309.8185557454412, -8.127532958984375,310.1572516686625, 274.81775833972415, -12.670646667480469,274.6319631899654, 249.79390381868404, -16.798141479492188,244.25356658064806, 228.18739027232277, -20.37990379333496,393.1074042788965, 279.3223292269298, -9.696441650390625,340.24433400287035, 230.82078811206856, -15.05468463897705,300.7819422829915, 196.23124955603492, -19.91650390625,268.7179055712388, 171.64828624414469, -23.450475692749023,427.7642385687838, 264.0526093100558, -11.941579818725586,386.38626782719933, 212.66608831100558, -16.821643829345703,353.77223897503325, 178.02007413900083, -20.536800384521484,325.1194638462956, 154.09611146658634, -23.25706672668457,467.2305675599928, 262.21739462877053, -14.918785095214844,444.4904782250404, 218.5626870246396, -19.30754852294922,425.31225110404284, 190.59908153647058, -22.141998291015625,403.30371080741253, 166.15514878033164, -24.068307876586914
1631,501.12255995216253, 391.1192046925815, -0.0006567463278770447,443.39491435725375, 416.5097943628638, -7.146096706390381,374.6852535614016, 409.17736425145824, -12.155111312866211,314.38051851086857, 401.4195958991353, -17.631614685058594,268.1931271426486, 404.6812510733995, -23.371675491333008,357.7036960137996, 310.7790210233901, -7.28656005859375,304.72500072172386, 278.2128979697893, -11.863954544067383,269.10664990317446, 254.57926808339744, -15.996064186096191,239.43434697823744, 234.67889896069136, -19.79111099243164,385.6099644647758, 279.24138796640005, -9.232075691223145,332.3612751315318, 233.2438912524165, -14.415383338928223,293.3542671544512, 200.63380238326312, -19.566349029541016,262.42001639600323, 178.00810982896914, -23.473451614379883,419.7235848628884, 262.4530390114986, -12.282073020935059,377.3807757803648, 211.45812777060462, -17.436908721923828,345.02939206856723, 177.64300931620681, -21.586803436279297,317.22873968492564, 154.8003867874087, -24.7661190032959,460.7137596631578, 259.0789552903123, -16.333282470703125,437.01826463055806, 215.05387858144968, -21.365833282470703,417.60119496640385, 186.07023106221652, -24.649993896484375,396.05369281478175, 161.07377102110254, -26.96979331970215
1684,508.184264209544, 390.3503669944792, -0.0006992518901824951,449.9998508877193, 416.0514118860576, -5.453928470611572,381.06024209786807, 411.9435807061901, -9.104300498962402,319.7988254916968, 405.7700302719486, -12.866640090942383,273.4865444060235, 411.7903740654266, -16.514293670654297,366.41292248913226, 316.4305187350466, -6.225157737731934,309.12853968312425, 283.656752859205, -9.54033088684082,272.63608794867497, 263.1030609475481, -12.646703720092773,242.64729658398795, 247.09282289878664, -15.477373123168945,391.05953873581666, 282.93717451605056, -7.161040306091309,331.3291957600601, 237.48242998483025, -11.548980712890625,290.2632240146729, 206.83745569848838, -15.745336532592773,257.92173109345083, 185.12709207671173, -18.63190460205078,421.63944221660887, 263.88344048775747, -8.736333847045898,376.6814380144354, 211.7726414418742, -12.654411315917969,344.73606612023144, 177.8120329305534, -15.383015632629395,316.3832486192493, 153.87396448270988, -17.306432723999023,457.92287771473667, 258.67969977085113, -11.02752685546875,430.93534394583463, 214.30398297638044, -14.57700252532959,411.60042301149997, 186.57797206043844, -16.212923049926758,390.15623730008883, 162.10496530206768, -16.99936866760254
1738,508.184264209544, 390.3503669944792, -0.0006992518901824951,449.9998508877193, 416.0514118860576, -5.453928470611572,381.06024209786807, 411.9435807061901, -9.104300498962402,319.7988254916968, 405.7700302719486, -12.866640090942383,273.4865444060235, 411.7903740654266, -16.514293670654297,366.41292248913226, 316.4305187350466, -6.225157737731934,309.12853968312425, 283.656752859205, -9.54033088684082,272.63608794867497, 263.1030609475481, -12.646703720092773,242.64729658398795, 247.09282289878664, -15.477373123168945,391.05953873581666, 282.93717451605056, -7.161040306091309,331.3291957600601, 237.48242998483025, -11.548980712890625,290.2632240146729, 206.83745569848838, -15.745336532592773,257.92173109345083, 185.12709207671173, -18.63190460205078,421.63944221660887, 263.88344048775747, -8.736333847045898,376.6814380144354, 211.7726414418742, -12.654411315917969,344.73606612023144, 177.8120329305534, -15.383015632629395,316.3832486192493, 153.87396448270988, -17.306432723999023,457.92287771473667, 258.67969977085113, -11.02752685546875,430.93534394583463, 214.30398297638044, -14.57700252532959,411.60042301149997, 186.57797206043844, -16.212923049926758,390.15623730008883, 162.10496530206768, -16.99936866760254
1793,503.95174694820594, 388.67135509670067, -0.0010165497660636902,445.80423678739965, 414.4330207342998, -5.218002796173096,379.8283255121401, 408.23788972653836, -9.762870788574219,321.4110690740395, 401.66496975774083, -14.387714385986328,276.6165355096243, 404.9826787248986, -19.178382873535156,368.7156985806317, 313.3102297900018, -8.082897186279297,311.8138368399777, 279.1266354384594, -12.703553199768066,274.2032561548804, 257.1461056000567, -16.72809410095215,243.01729853551547, 239.68385442185897, -20.160400390625,394.65196982768026, 281.0135946869427, -9.545934677124023,335.09124533070343, 235.27800787293717, -15.352555274963379,293.56594289864046, 206.049812622853, -20.27118492126465,261.33246477581986, 187.20812338708618, -24.092531204223633,425.76979564859164, 263.28280848135853, -11.462787628173828,377.3865975704071, 212.7398985319009, -17.075735092163086,344.3449768416581, 184.8101811754233, -21.506614685058594,316.7608009675229, 167.73569200472684, -24.903594970703125,461.5898568569098, 258.0960984969847, -13.855920791625977,429.48086864956764, 214.79547764296873, -18.7707576751709,405.8517188945682, 193.48808752806696, -21.953346252441406,381.90294474505185, 177.78104666751733, -24.303773880004883
1848,503.95174694820594, 388.67135509670067, -0.0010165497660636902,445.80423678739965, 414.4330207342998, -5.218002796173096,379.8283255121401, 408.23788972653836, -9.762870788574219,321.4110690740395, 401.66496975774083, -14.387714385986328,276.6165355096243, 404.9826787248986, -19.178382873535156,368.7156985806317, 313.3102297900018, -8.082897186279297,311.8138368399777, 279.1266354384594, -12.703553199768066,274.2032561548804, 257.1461056000567, -16.72809410095215,243.01729853551547, 239.68385442185897, -20.160400390625,394.65196982768026, 281.0135946869427, -9.545934677124023,335.09124533070343, 235.27800787293717, -15.352555274963379,293.56594289864046, 206.049812622853, -20.27118492126465,261.33246477581986, 187.20812338708618, -24.092531204223633,425.76979564859164, 263.28280848135853, -11.462787628173828,377.3865975704071, 212.7398985319009, -17.075735092163086,344.3449768416581, 184.8101811754233, -21.506614685058594,316.7608009675229, 167.73569200472684, -24.903594970703125,461.5898568569098, 258.0960984969847, -13.855920791625977,429.48086864956764, 214.79547764296873, -18.7707576751709,405.8517188945682, 193.48808752806696, -21.953346252441406,381.90294474505185, 177.78104666751733, -24.303773880004883
1900,502.2817429465074, 390.84986465792576, -0.000983692705631256,447.27040937643596, 416.87449057068034, -5.787287712097168,379.56379342895036, 411.314828212361, -10.80856990814209,320.4535365844301, 401.9900843597429, -15.302245140075684,276.9196300985443, 402.5773209218112, -19.661060333251953,372.1293104994126, 320.0348002264593, -12.256616592407227,312.1601031212362, 284.9319158886708, -16.881620407104492,274.78133197625846, 261.91741618181277, -20.275733947753906,243.77306765495862, 243.6835388327786, -23.07436180114746,398.7885310638747, 284.12425341479525, -12.42332935333252,334.771511801883, 239.21902322671696, -18.679956436157227,290.31331127990995, 208.73785948653511, -22.87214469909668,255.88936427089118, 188.23603713699842, -25.531402587890625,430.3670311769573, 263.53694682502106, -12.678557395935059,380.77006678031523, 211.76762611128595, -17.714067459106445,346.5041315750204, 180.4098922761306, -20.622047424316406,317.6256008412302, 160.3132955555655, -22.525781631469727,465.79592477860064, 256.8729379482143, -13.323127746582031,433.49264347856735, 211.6410882503469, -17.619321823120117,410.00849156372453, 187.14419272618352, -19.765472412109375,385.7424127847043, 168.4337690932109, -20.886079788208008
1955,504.3364314582886, 388.28335875902064, -0.0009683743119239807,445.59208009767826, 415.2534444586296, -6.012253284454346,377.21291310364586, 410.9846269655686, -11.377718925476074,316.6044460656533, 403.8527088493545, -16.497446060180664,270.8572013684747, 406.267230257419, -21.67268180847168,369.7712767585479, 318.4555294068565, -11.7166748046875,312.8934430345436, 283.7696821425329, -17.433330535888672,275.34100173635386, 260.3240750355584, -21.89912986755371,244.116682627761, 241.3247943008324, -25.481142044067383,396.74398383338433, 284.6003994542433, -12.773527145385742,336.01007530820925, 239.91087421635817, -20.0147762298584,293.82210628181093, 209.5392246457696, -25.443485260009766,261.32815076186444, 188.58757903933235, -29.280229568481445,427.98849524862766, 265.10354365047164, -14.056397438049316,377.91228082112093, 214.99009681013558, -20.618408203125,343.8443580920625, 185.18328784954952, -25.06195831298828,315.831527629441, 165.2986160678751, -28.152494430541992,463.1317344804452, 258.5963529930324, -15.766874313354492,429.3571439532726, 214.6352433388218, -21.363706588745117,404.77326515486783, 191.83428472090498, -24.596508026123047,380.42525160389994, 173.9511132471358, -26.68317985534668
2012,503.0933715322431, 390.5219134428912, -0.001065671443939209,443.78258806699, 416.34383705157717, -4.910971641540527,377.6091588001416, 410.235386732498, -9.388936042785645,319.2170629891253, 401.1187647820939, -13.6527681350708,274.77214041224806, 402.3351000788639, -17.95526695251465,368.48451708510714, 316.8918255072557, -9.898336410522461,310.0212992366455, 281.50538732279904, -14.469587326049805,271.43906758208806, 258.3538174818605, -18.190998077392578,239.52118096994445, 240.09972503080328, -21.267074584960938,395.4310474951394, 283.4363353423069, -10.734450340270996,334.41559053172347, 237.00411493039203, -16.551071166992188,291.66769296415197, 206.6571238861654, -20.91442108154297,258.64718490245474, 186.36955971542605, -24.065919876098633,426.8897224460991, 264.4681669502631, -11.694003105163574,377.48507925020544, 213.34966385108964, -16.855464935302734,343.1663309423652, 183.57086273270292, -20.192304611206055,314.7763087443898, 164.47768889601102, -22.60715675354004,462.25744531207204, 258.17174024702297, -13.033573150634766,430.70519206239965, 213.898740276938, -17.409772872924805,407.02668976804455, 190.5270658049925, -19.817413330078125,383.2732568129324, 172.5156674855777, -21.345041275024414
2067,501.6985783610302, 389.2870006237572, -0.0009571313858032227,446.11227712848654, 414.5718232366836, -5.157292366027832,379.4050147391937, 409.4381650563097, -9.915205001831055,320.2561501289842, 400.9459098240825, -14.10884952545166,275.07392882774195, 401.8143111083011, -18.313459396362305,372.6619654814768, 317.0769986282379, -12.596973419189453,312.1656753066373, 282.8821338147934, -16.88664436340332,274.8015474033385, 260.660924937438, -19.782943725585938,243.96457941494856, 243.46438974247883, -22.309242248535156,399.1456793857766, 281.583918800807, -12.698801040649414,335.5418115326217, 238.08007053077938, -18.649856567382812,291.742137027189, 209.64264765256783, -22.383838653564453,257.88947357083487, 191.23780602491817, -24.926673889160156,430.37967085646164, 261.28715286651055, -12.679147720336914,379.64811094634393, 211.6414565401217, -17.503437042236328,345.363548104874, 182.35671787862063, -19.819252014160156,317.02725944810635, 164.4742935916339, -21.410303115844727,465.98465445262025, 254.65171498276692, -12.961198806762695,435.88885669970443, 208.86490241843683, -16.931884765625,413.2838329739507, 184.32084129293372, -18.629714965820312,390.09082231726825, 166.83765262440608, -19.486860275268555
2119,504.06664524978595, 388.32085771720654, -0.000974215567111969,445.74771974900943, 412.3146959989323, -4.702399730682373,379.0945137160625, 407.40422464251793, -9.400019645690918,319.5503184193358, 399.0612125859536, -13.723588943481445,273.46990917150663, 401.4544517574868, -18.226070404052734,372.80440988025856, 319.68446401027444, -11.902626037597656,312.2296491764769, 282.27403808082244, -16.468538284301758,274.5321151252185, 258.5303920545385, -19.511760711669922,243.54261007408698, 240.37139770597372, -22.005321502685547,399.0263520684981, 285.0111498652492, -12.363349914550781,335.0024494182717, 237.79652628982728, -18.35264778137207,291.5552783430121, 208.0568863598043, -21.867046356201172,258.2505443631292, 188.3904108311196, -24.229677200317383,429.57315386614346, 263.85946142099203, -12.741161346435547,377.5166414870335, 211.02371829478798, -17.884252548217773,342.8922003945193, 181.53772742995136, -20.19720458984375,314.87363330647344, 163.0517415782657, -21.655475616455078,464.15694792243124, 254.6934625741358, -13.38749885559082,432.66985679499703, 207.0799544813895, -17.703481674194336,409.8275788700443, 182.4909551511313, -19.537670135498047,387.18227675387914, 164.39145574461043, -20.41485023498535
2175,502.7390704136915, 389.06188973575235, -0.0010843351483345032,443.16840390277184, 411.43194809160246, -4.7793965339660645,377.7318575212271, 404.7198759246303, -9.969816207885742,319.7562052658097, 396.18284626235567, -15.026557922363281,273.8502439282965, 398.0348710083881, -20.512269973754883,372.6872277933113, 315.6780184044167, -11.712013244628906,315.73971906823766, 277.77789515185935, -17.117887496948242,278.52472689434785, 253.4951986071726, -21.043453216552734,248.0180896661559, 234.38570931749507, -24.133394241333008,400.1875331055445, 283.9065249369255, -12.794480323791504,339.0049494819784, 236.92757394517918, -19.831602096557617,295.4089410998882, 207.09024582795323, -24.625778198242188,262.1022386353332, 187.0164916092234, -27.891096115112305,431.4138622840612, 264.97685678335836, -13.85266399383545,380.9421343561233, 213.21281091052725, -20.146806716918945,344.7023850145788, 184.63864136769166, -23.990394592285156,315.8035048846318, 166.57989442922502, -26.441301345825195,466.0033331109245, 257.1480896861945, -15.13575553894043,433.54781615255536, 210.6894726887191, -20.547313690185547,407.77009772904876, 187.6124868279266, -23.55052947998047,382.6776082723894, 170.71997353037284, -25.29847526550293
2253,497.1617962148174, 387.2209934437814, -0.0006848946213722229,440.3349175431108, 414.18572192222484, -6.296776294708252,375.67976811495896, 407.9017565449065, -10.718976974487305,322.44604695610457, 392.59090258059985, -15.449064254760742,288.5699322211847, 379.9839619723137, -20.345962524414062,368.22986503336494, 316.46220731394476, -5.489919185638428,315.87770207530895, 283.2420711778316, -8.803130149841309,284.58986013545126, 266.06605686694985, -11.42306137084961,260.39506681761543, 253.46837525839706, -13.883243560791016,396.38417626628177, 285.81738910410184, -6.827635765075684,345.4108273571067, 243.17732758974265, -10.778007507324219,311.97128247363935, 222.32829669657724, -14.456926345825195,287.1845079625274, 211.30616891719794, -17.252111434936523,428.7545051367567, 268.114561022266, -9.097257614135742,388.97042552907294, 222.98872746749583, -13.454915046691895,359.7384866783771, 201.88549083751377, -16.615497589111328,335.8848467596337, 191.87162481641593, -18.944454193115234,465.1017333019214, 262.0718066378866, -12.125537872314453,440.21090484980635, 220.8135910765041, -15.890568733215332,420.00437883306995, 200.4583776350376, -18.00808334350586,399.32810846892045, 186.92490175810124, -19.50335693359375
2309,494.9635670475896, 390.13370244437374, -0.0006733238697052002,436.34147900711173, 413.12227533754566, -6.21536111831665,373.0624633263562, 403.019805695639, -10.383011817932129,321.25409237243446, 388.83582721455923, -14.847509384155273,287.5719027629208, 378.9244247276803, -19.31687355041504,366.5254701398975, 308.4383287193779, -4.184333801269531,316.22468238169046, 273.6185500193353, -7.726424217224121,287.3286203056606, 259.2761828831734, -10.287832260131836,265.92629283334, 250.969655706493, -12.67957878112793,395.18048149695187, 279.4945810780926, -5.644625186920166,346.0730886995812, 235.25787601387802, -10.11777400970459,315.5498506218365, 220.35672557779765, -13.879629135131836,293.47453998387005, 215.40481187526916, -16.84538459777832,427.81906266522674, 264.12990045527766, -8.206137657165527,389.30063187689814, 219.1765716169764, -13.471173286437988,362.02475537973555, 205.02358981644426, -17.591169357299805,340.55302718978174, 200.81668526148758, -20.64629364013672,464.08972311248266, 260.39923420127957, -11.472158432006836,438.4658467564252, 220.81619742224052, -16.18817901611328,417.26978185351305, 206.7515232177859, -19.199504852294922,396.5879939554075, 199.47397685676708, -21.480955123901367
2361,491.87441109973213, 391.7271645584675, -0.0009784549474716187,434.68183973359953, 412.92949896036987, -6.056756019592285,371.51470849921213, 399.8273403664591, -10.277572631835938,318.58514975461526, 383.33757008803707, -14.775632858276367,284.042715388368, 372.4740513924149, -19.486417770385742,370.16507712318844, 305.5976053651964, -4.221182823181152,321.81617488126653, 268.2392053980826, -7.382735252380371,293.15497033575497, 253.10852084891798, -9.565821647644043,272.08283949877784, 244.0896387534862, -11.683675765991211,398.45725813660516, 278.9067135691792, -5.681330680847168,351.2290297710737, 231.58449083498937, -9.992371559143066,321.98148908259554, 215.98573478768742, -13.641797065734863,302.15541498612936, 211.4543135643334, -16.59457015991211,430.48279515680304, 264.9218258148755, -8.232134819030762,393.4324404039578, 217.49389226854075, -13.756093978881836,367.8711830267221, 204.0762951872067, -18.5524959564209,349.262738842882, 202.01952326824795, -22.12600326538086,465.71725632090147, 261.87067750168745, -11.365913391113281,439.90121713642355, 220.9102429947851, -16.3407039642334,419.03622498382214, 208.14064892368077, -19.902976989746094,400.1295760204875, 204.17500261695318, -22.75783348083496
2416,488.9160649026473, 393.6534092847878, -0.0010626912117004395,432.74650473411776, 410.6065477143362, -5.813446521759033,372.3829695653045, 394.7802925740184, -8.41370964050293,323.15824573267764, 376.67497242410116, -11.912617683410645,290.4332166307024, 364.17187975069834, -15.409148216247559,365.7338287966139, 300.2328136847424, 2.6607580184936523,322.9610475158058, 267.48981667399795, 0.08807182312011719,295.2972633413011, 254.88605336870773, -3.642793655395508,274.266883656462, 247.21419726866273, -7.25314474105835,391.9644383856828, 275.9005095805306, 0.16672003269195557,352.165427231027, 229.67929512976102, -2.692261219024658,325.6631903892993, 214.91898870906482, -7.853385925292969,306.7751226523286, 210.09573087525334, -12.280977249145508,422.7146697643274, 264.4621667122949, -4.165125846862793,393.2754375899881, 217.74552708597395, -8.755605697631836,371.5766870371172, 205.17430862259056, -14.91882610321045,354.58766912750895, 202.6927150887267, -19.861116409301758,458.1304117860239, 264.1044360444606, -9.451106071472168,438.14020047540265, 224.77615582914314, -14.238219261169434,420.8748865570548, 212.25768077728443, -18.72225570678711,404.4493858686047, 206.96296837515453, -22.59388542175293
2469,490.1530538269119, 392.667569214565, -0.0010283812880516052,434.4227905679646, 408.79100150015984, -6.412717342376709,374.32788392810977, 392.2558181393349, -10.37082290649414,325.45442591791266, 375.48568620373777, -15.389636039733887,292.1710734198604, 359.193241478403, -20.697568893432617,366.318265317574, 292.71482438735006, -1.0662130117416382,328.8884115206863, 257.36099231735994, -7.143042087554932,300.34963955816283, 247.061664227073, -14.649996757507324,279.29933298447213, 246.40443508671785, -20.63191795349121,392.7450508262705, 271.9827481254605, -5.311923980712891,357.710804895883, 220.763713595026, -12.647712707519531,327.9991695596418, 211.76353576063957, -22.74920654296875,308.8131898331323, 218.01463088496394, -30.25287628173828,423.7238130717314, 264.49242638273995, -11.348939895629883,397.1127725674198, 211.92880446836017, -19.771696090698242,370.7430188179495, 205.33086845487418, -30.138172149658203,352.96543027886713, 213.87900823088404, -37.67871856689453,460.2578204621645, 267.00145819609696, -18.273710250854492,440.0104194669535, 224.00742707915265, -25.628774642944336,417.93427839606494, 213.74898100318092, -32.829620361328125,397.9745565342252, 216.35777078910684, -39.009552001953125
2549,487.1495225679442, 379.4699148696824, -0.0011123865842819214,434.6438544383929, 406.6404049259545, -6.8437066078186035,373.67350530540756, 396.1739401218278, -9.866351127624512,324.06675472726613, 377.90668945650555, -13.568098068237305,292.6008355545325, 361.28534207460063, -17.386493682861328,370.44844642883055, 303.43215590508595, 5.063675403594971,332.82312567370553, 269.2695137748856, 2.857914447784424,308.71925471670363, 257.84248145052726, -1.642276406288147,293.15146941954407, 256.85656040522554, -5.440131187438965,395.97837105559313, 276.75819417800756, 3.5072646141052246,362.0818173868835, 231.56888026817137, 1.7373539209365845,335.4468119208465, 219.54450657935547, -4.516982078552246,321.05513978592995, 224.19867577303881, -9.502976417541504,426.2870658538169, 263.34406491639976, -0.1778736114501953,401.7013649575254, 215.67522328325606, -3.736262083053589,378.9507007102163, 205.03921582086278, -11.170137405395508,364.9662823255717, 210.8004332892801, -16.623817443847656,462.06856691860526, 260.17737811762123, -4.878151893615723,443.0874507199833, 221.18552873339732, -8.972027778625488,424.85290653923255, 209.7114420348547, -14.087735176086426,410.02429031450276, 210.73124512008283, -18.447933197021484
